Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,NK_ Any,Mes_ any,Nom_mes,Dia_mes,Descripcio_torn,Hora_dia,Descripcio_causa_vianant,Desc_Tipus_vehicle_implicat,Descripcio_sexe,Edat,Descripcio_tipus_persona,Descripcio_Lloc_atropellament_vianant,Descripcio_Motiu_desplaçament_vianant,Descripcio_Motiu_desplaçament_conductor,Descripcio_victimitzacio,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Dia,Holiday,Accidents,Franja_horaria,Dies_Festa,Ponts,Estació,Estacio
2022S004832    ,7,Horta-Guinardó,33,el Baix Guinardó,178308,Lepant,0385 0387,Dimarts,2022,8,Agost,9,Matí,8,No és causa del  vianant,Autobús articulat,Dona,85,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,430669.37,4584792.6,2022-08-09,Not Holiday,2022S004832    ,Entrada Feina,False,Res,Hivern,Estiu
2022S004833    ,8,Nou Barris,48,la Guineueta,351901,Valldaura,0210 0212,Dimarts,2022,8,Agost,9,Matí,9,No és causa del  vianant,Bicicleta,Home,71,Vianant,En pas regulat per semàfor                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,430967.88,4587961.69,2022-08-09,Not Holiday,2022S004833    ,Entrada Feina,False,Res,Hivern,Estiu
2022S004834    ,6,Gràcia,28,Vallcarca i els Penitents,701268,Dalt (Llobregat),1010000,Dimarts,2022,8,Agost,9,Matí,12,No és causa del  vianant,Motocicleta,Dona,56,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,428245.33,4585983.28,2022-08-09,Not Holiday,2022S004834    ,Matí,False,Res,Hivern,Estiu
2022S004835    ,6,Gràcia,30,la Salut,344000,Dalt,0031 0031,Dimarts,2022,8,Agost,9,Tarda,14,No és causa del  vianant,Motocicleta,Home,33,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,429295.93,4584702.88,2022-08-09,Not Holiday,2022S004835    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004836    ,10,Sant Martí,68,el Poblenou,270901,Pujades,0226B0226B,Dimarts,2022,8,Agost,9,Tarda,14,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,25,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,433464.44,4584018.61,2022-08-09,Not Holiday,2022S004836    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004837    ,1,Ciutat Vella,1,el Raval,140203,Drassanes,0027 0027,Dimarts,2022,8,Agost,9,Tarda,15,Creuar per fora pas de vianants,Turisme,Home,9,Vianant,En pas sense regular                                                                                                                                  ,Oci i entreteniment,Desconegut,Ferit lleu: Hospitalització fins a 24h,430873.45,4581116.52,2022-08-09,Not Holiday,2022S004837    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004839    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,90502,Còrsega,0654 0654,Dimarts,2022,8,Agost,9,Tarda,15,No és causa del  vianant,Motocicleta,Home,27,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,431457.77,4584910.86,2022-08-09,Not Holiday,2022S004839    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004838    ,3,Sants-Montjuïc,16,la Bordeta,30602,Badal,0040 0044,Dimarts,2022,8,Agost,9,Tarda,17,No és causa del  vianant,Autobús articulat,Home,67,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,427678.27,4580109.6,2022-08-09,Not Holiday,2022S004838    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004840    ,10,Sant Martí,73,la Verneda i la Pau,266405,Prim,0180 0182,Dimarts,2022,8,Agost,9,Tarda,17,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,36,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,433758.81,4586073.68,2022-08-09,Not Holiday,2022S004840    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004841    ,2,Eixample,5,el Fort Pienc,197302,Marina,0185 0185,Dimarts,2022,8,Agost,9,Tarda,17,No és causa del  vianant,Motocicleta,Dona,23,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,431548.31,4583661.89,2022-08-09,Not Holiday,2022S004841    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004842    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0407 0407,Dimarts,2022,8,Agost,9,Tarda,17,No és causa del  vianant,Ciclomotor,Dona,40,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,429519.59,4583193.75,2022-08-09,Not Holiday,2022S004842    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004844    ,1,Ciutat Vella,1,el Raval,296600,Sant Antoni Abat,0024 0024,Dimarts,2022,8,Agost,9,Tarda,17,No és causa del  vianant,Furgoneta,Home,45,Vianant,A la vorera / Andana                                                                                                                                  ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,430253.12,4581391.87,2022-08-09,Not Holiday,2022S004844    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004843    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,700662,Salvador Espriu,0091B0091B,Dimarts,2022,8,Agost,9,Tarda,18,No és causa del  vianant,Motocicleta,Dona,28,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,433381.19,4582884.14,2022-08-09,Not Holiday,2022S004843    ,Tarda,False,Res,Hivern,Estiu
2022S004847    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,344101,Gràcia,0319 0319,Dimarts,2022,8,Agost,9,Tarda,21,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,28,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,430392.54,4584440.38,2022-08-09,Not Holiday,2022S004847    ,Tarda,False,Res,Hivern,Estiu
2022S004845    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701265,Litoral (Besòs),670000,Dimarts,2022,8,Agost,9,Nit,22,No és causa del  vianant,Motocicleta,Dona,38,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,434241.83,4583823.22,2022-08-09,Not Holiday,2022S004845    ,Oci,False,Res,Hivern,Estiu
2022S004849    ,9,Sant Andreu,60,Sant Andreu,339101,Torras i Bages,0021 0023,Dimecres,2022,8,Agost,10,Matí,6,Desobeir el senyal del semàfor,Turisme,Home,85,Vianant,Fora del pas                                                                                                                                          ,Oci i entreteniment,Desconegut,Ferit greu: hospitalització superior a 24h,432503.2,4587850.15,2022-08-10,Not Holiday,2022S004849    ,Entrada Feina,False,Res,Hivern,Estiu
2022S004848    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0387 0391,Dimecres,2022,8,Agost,10,Matí,7,No és causa del  vianant,Motocicleta,Home,34,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Amb assistència sanitària en lloc d'accident,429061.78,4581106.26,2022-08-10,Not Holiday,2022S004848    ,Entrada Feina,False,Res,Hivern,Estiu
2022S004851    ,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0001 0001,Dimecres,2022,8,Agost,10,Matí,8,No és causa del  vianant,Motocicleta,Home,50,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,431476.6,4582778.17,2022-08-10,Not Holiday,2022S004851    ,Entrada Feina,False,Res,Hivern,Estiu
2022S004852    ,2,Eixample,5,el Fort Pienc,197302,Marina,0031 0031,Dimecres,2022,8,Agost,10,Matí,10,No és causa del  vianant,Bicicleta,Home,35,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,432070.11,4583120.68,2022-08-10,Not Holiday,2022S004852    ,Matí,False,Res,Hivern,Estiu
2022S004854    ,3,Sants-Montjuïc,11,el Poble-sec,218606,Montjuïc,0020 0020,Dimecres,2022,8,Agost,10,Matí,11,No és causa del  vianant,Motocicleta,Dona,25,Vianant,En pas sense regular                                                                                                                                  ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,430908.29,4580636.5,2022-08-10,Not Holiday,2022S004854    ,Matí,False,Res,Hivern,Estiu
2022S004856    ,2,Eixample,6,la Sagrada Família,268003,Provença,0468 0468,Dimecres,2022,8,Agost,10,Matí,11,No és causa del  vianant,Motocicleta,Dona,35,Vianant,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,431185.84,4584257.08,2022-08-10,Not Holiday,2022S004856    ,Matí,False,Res,Hivern,Estiu
2022S004853    ,2,Eixample,7,la Dreta de l'Eixample,130403,Fontanella,0019 0019,Dimecres,2022,8,Agost,10,Matí,12,Creuar per fora pas de vianants,Taxi,Home,2,Vianant,Fora del pas                                                                                                                                          ,Altres activitats,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,430903.66,4582394.2,2022-08-10,Not Holiday,2022S004853    ,Matí,False,Res,Hivern,Estiu
2022S004855    ,2,Eixample,6,la Sagrada Família,178308,Lepant,0238 0242,Dimecres,2022,8,Agost,10,Matí,13,No és causa del  vianant,Motocicleta,Dona,25,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,431496.5,4583977.6,2022-08-10,Not Holiday,2022S004855    ,Matí,False,Res,Hivern,Estiu
2022S004857    ,7,Horta-Guinardó,43,Horta,701268,Dalt (Llobregat),1220000,Dimecres,2022,8,Agost,10,Tarda,14,No és causa del  vianant,Autobús articulat,Home,54,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,429136.19,4587843.36,2022-08-10,Not Holiday,2022S004857    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004858    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,90502,Còrsega,0436 0436,Dimecres,2022,8,Agost,10,Tarda,14,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,35,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,430447.12,4583914.31,2022-08-10,Not Holiday,2022S004858    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004862    ,8,Nou Barris,55,Ciutat Meridiana,252207,Perafita,0002 0002,Dimecres,2022,8,Agost,10,Tarda,15,No és causa del  vianant,"Camió rígid > 3,5 tones",Home,36,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,430847.95,4590343.6,2022-08-10,Not Holiday,2022S004862    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004859    ,7,Horta-Guinardó,37,el Carmel,181801,Lugo,0014 0014,Dimecres,2022,8,Agost,10,Tarda,16,No és causa del  vianant,Motocicleta,Home,31,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,429674.82,4586353.42,2022-08-10,Not Holiday,2022S004859    ,Sortida Feina,False,Res,Hivern,Estiu
